usuario_id,nome_programa,categoria,tempo_assistido,dispositivo,data,tempo
838,During lead.,Documentários,37.0,Celulares,2024-12-08,0 days 19:20:40
856,Method for.,Novelas,17.0,Tablet,2024-12-03,0 days 02:52:07
784,Base agent.,Shows,46.0,Smart TV,2024-12-02,0 days 11:28:55
445,Nor someone.,Séries,53.0,Smartfones,2024-12-03,0 days 07:10:18
976,Research director.,Filmes,140.0,Tablet,2024-12-01,0 days 01:52:34
476,Thousand.,Filmes,75.0,Celulares,2024-12-04,0 days 14:50:32
291,Board eye.,Documentários,165.0,Tablet,2024-12-06,0 days 18:45:59
954,Kitchen person.,Filmes,10.0,Celulares,2024-12-01,0 days 00:40:11
638,More.,Séries,42.0,Celulares,2024-12-01,0 days 07:20:46
382,Stay participant.,Documentários,13.0,Tablet,2024-12-03,0 days 03:24:26
947,Popular.,Novelas,52.0,Smart TV,2024-12-03,0 days 18:36:54
760,Maintain deep.,Documentários,68.0,Tablet,2024-12-06,0 days 23:06:21
627,Police push.,Documentários,36.0,Celulares,2024-12-05,0 days 10:16:07
159,Single what.,Novelas,141.0,Smartfones,2024-12-01,0 days 11:06:50
113,Campaign cut.,Shows,136.0,Tablet,2024-12-02,0 days 09:18:47
607,Everyone music.,Documentários,44.0,Smartfones,2024-12-05,0 days 02:20:33
465,Though.,Filmes,147.0,Smart TV,2024-12-06,0 days 23:09:53
590,Else.,Filmes,65.0,Smart TV,2024-12-08,0 days 09:46:37
252,Usually industry.,Filmes,47.0,Smartfones,2024-12-02,0 days 23:30:57
985,General.,Séries,68.0,Celulares,2024-12-07,0 days 23:12:57
575,Yourself.,Novelas,21.0,Tablet,2024-12-04,0 days 21:09:01
386,Day risk.,Filmes,97.0,Smart TV,2024-12-08,0 days 23:12:46
360,Congress big.,Séries,121.0,Smart TV,2024-12-08,0 days 20:27:07
592,Throughout we.,Filmes,140.0,Smart TV,2024-12-03,0 days 18:32:31
299,And same.,Séries,47.0,Smart TV,2024-12-04,0 days 15:29:33
501,Impact fly.,Séries,108.0,Tablet,2024-12-07,0 days 13:44:27
425,Pattern marriage.,Shows,142.0,Celulares,2024-12-03,0 days 14:15:14
10,Inside big.,Shows,166.0,Celulares,2024-12-04,0 days 05:39:54
621,Race.,Séries,118.0,Celulares,2024-12-01,0 days 21:17:26
359,Effort.,Novelas,45.0,Celulares,2024-12-01,0 days 18:27:05
663,Cause.,Documentários,52.0,Tablet,2024-12-01,0 days 08:36:00
116,Security.,Documentários,101.0,Celulares,2024-12-02,0 days 11:17:15
428,Audience staff.,Shows,17.0,Smart TV,2024-12-03,0 days 20:43:56
699,War.,Documentários,131.0,Smart TV,2024-12-04,0 days 08:36:06
230,Office.,Filmes,114.0,Celulares,2024-12-07,0 days 08:40:33
508,Husband much.,Documentários,103.0,Smart TV,2024-12-01,0 days 07:10:59
782,Final.,Filmes,142.0,Celulares,2024-12-01,0 days 07:49:41
435,Something.,Shows,50.0,Smartfones,2024-12-07,0 days 05:52:33
532,Everything.,Shows,60.0,Tablet,2024-12-08,0 days 08:05:44
81,Me training.,Documentários,16.0,Smart TV,2024-12-01,0 days 15:38:01
850,Brother.,Documentários,84.0,Smart TV,2024-12-01,0 days 15:12:20
904,Exist.,Shows,79.0,Smartfones,2024-12-02,0 days 21:56:40
532,Responsibility kid.,Novelas,176.0,Tablet,2024-12-04,0 days 08:04:21
611,Author.,Séries,30.0,Smartfones,2024-12-06,0 days 02:14:23
584,Small.,Novelas,180.0,Smartfones,2024-12-03,0 days 08:31:11
676,Girl.,Séries,18.0,Smart TV,2024-12-06,0 days 02:30:13
60,Treatment.,Séries,37.0,Celulares,2024-12-04,0 days 17:36:59
717,Place safe.,Séries,160.0,Smartfones,2024-12-01,0 days 17:33:58
358,Bag gas.,Shows,135.0,Smart TV,2024-12-08,0 days 10:11:07
192,Ask.,Séries,49.0,Celulares,2024-12-02,0 days 03:18:23
710,Maybe vote.,Shows,7.0,Smartfones,2024-12-07,0 days 12:11:12
948,Million success.,Séries,12.0,Celulares,2024-12-01,0 days 17:24:10
772,Result require.,Filmes,71.0,Smart TV,2024-12-01,0 days 12:04:20
444,Ok.,Séries,156.0,Smart TV,2024-12-08,0 days 08:24:47
328,Scene customer.,Filmes,49.0,Celulares,2024-12-01,0 days 13:57:25
650,Rate page.,Novelas,111.0,Smart TV,2024-12-01,0 days 20:15:06
700,Work.,Novelas,18.0,Tablet,2024-12-01,0 days 04:57:49
884,Two.,Shows,134.0,Smartfones,2024-12-08,0 days 01:41:02
1,Third go.,Documentários,7.0,Smartfones,2024-12-03,0 days 10:23:29
813,Morning.,Séries,169.0,Smart TV,2024-12-01,0 days 09:22:34
465,With.,Shows,35.0,Smart TV,2024-12-06,0 days 19:46:48
675,Bill environment.,Shows,86.0,Smartfones,2024-12-01,0 days 01:43:54
898,Area.,Shows,69.0,Smartfones,2024-12-06,0 days 05:04:43
564,Professional he.,Novelas,31.0,Smartfones,2024-12-01,0 days 12:16:02
726,Huge.,Documentários,141.0,Tablet,2024-12-08,0 days 02:01:58
443,Doctor.,Séries,18.0,Smart TV,2024-12-07,0 days 16:34:33
409,Similar.,Shows,51.0,Smartfones,2024-12-03,0 days 14:48:47
82,Analysis.,Novelas,100.0,Tablet,2024-12-06,0 days 02:16:42
925,Data.,Filmes,170.0,Tablet,2024-12-02,0 days 06:39:40
772,Growth city.,Filmes,170.0,Tablet,2024-12-02,0 days 18:28:44
304,Service.,Séries,86.0,Tablet,2024-12-07,0 days 19:53:58
132,Catch order.,Séries,110.0,Celulares,2024-12-05,0 days 17:34:15
658,That not.,Shows,32.0,Smart TV,2024-12-03,0 days 17:43:37
621,Power.,Novelas,60.0,Smart TV,2024-12-07,0 days 00:56:13
69,Meeting.,Documentários,145.0,Tablet,2024-12-04,0 days 06:39:10
976,Be.,Novelas,160.0,Tablet,2024-12-01,0 days 07:49:28
518,Main stand.,Novelas,170.0,Celulares,2024-12-08,0 days 22:29:00
228,Only.,Novelas,99.0,Smart TV,2024-12-07,0 days 02:08:54
846,White magazine.,Filmes,150.0,Smart TV,2024-12-08,0 days 22:22:34
68,Message feeling.,Documentários,5.0,Tablet,2024-12-07,0 days 02:05:16
262,Gun.,Séries,61.0,Smart TV,2024-12-05,0 days 17:13:13
206,Scene.,Séries,127.0,Celulares,2024-12-03,0 days 05:54:05
41,Laugh.,Documentários,150.0,Smartfones,2024-12-01,0 days 17:13:24
33,Receive.,Documentários,118.0,Celulares,2024-12-05,0 days 00:45:48
317,Behind.,Novelas,94.0,Tablet,2024-12-02,0 days 14:19:46
816,Young.,Filmes,130.0,Celulares,2024-12-05,0 days 01:35:51
116,Develop.,Séries,143.0,Smartfones,2024-12-01,0 days 10:01:20
284,Get.,Séries,69.0,Smartfones,2024-12-08,0 days 14:33:12
673,Owner.,Séries,34.0,Tablet,2024-12-07,0 days 14:32:37
596,Or.,Documentários,74.0,Smart TV,2024-12-01,0 days 03:09:14
913,Seem heavy.,Novelas,168.0,Tablet,2024-12-08,0 days 05:34:16
635,Game.,Séries,130.0,Tablet,2024-12-07,0 days 19:48:33
178,Kitchen.,Documentários,145.0,Tablet,2024-12-05,0 days 16:57:35
459,For consumer.,Séries,165.0,Smart TV,2024-12-03,0 days 05:55:16
491,Whole road.,Filmes,58.0,Smart TV,2024-12-08,0 days 04:47:15
680,Time.,Shows,120.0,Celulares,2024-12-05,0 days 11:38:31
732,Baby.,Séries,131.0,Celulares,2024-12-04,0 days 02:11:08
616,Lose street.,Novelas,139.0,Smart TV,2024-12-04,0 days 22:07:07
898,Report democratic.,Séries,75.0,Tablet,2024-12-02,0 days 14:25:28
348,Crime often.,Séries,76.0,Smartfones,2024-12-07,0 days 19:44:10
261,Fear.,Novelas,89.0,Celulares,2024-12-01,0 days 09:30:35
780,Yard.,Novelas,54.0,Smart TV,2024-12-07,0 days 12:31:04
344,Particularly quite.,Documentários,134.0,Smartfones,2024-12-06,0 days 10:39:42
11,Kind.,Shows,58.0,Celulares,2024-12-03,0 days 01:52:57
55,Seven white.,Shows,52.0,Smartfones,2024-12-02,0 days 23:31:25
726,Thank camera.,Séries,119.0,Smartfones,2024-12-04,0 days 20:04:08
383,Democratic.,Séries,117.0,Celulares,2024-12-01,0 days 05:34:43
907,Set local.,Documentários,34.0,Celulares,2024-12-08,0 days 06:57:11
622,Society.,Filmes,62.0,Celulares,2024-12-05,0 days 19:27:48
337,Then.,Novelas,7.0,Tablet,2024-12-02,0 days 18:51:54
953,Only education.,Novelas,49.0,Smartfones,2024-12-05,0 days 17:04:42
986,Job.,Novelas,123.0,Smart TV,2024-12-01,0 days 02:11:06
452,Begin.,Documentários,6.0,Smartfones,2024-12-05,0 days 10:55:46
570,Example senior.,Documentários,124.0,Smart TV,2024-12-02,0 days 07:36:52
308,Civil.,Filmes,39.0,Smart TV,2024-12-06,0 days 13:22:49
414,Concern.,Documentários,122.0,Tablet,2024-12-04,0 days 03:18:55
586,Share talk.,Documentários,12.0,Celulares,2024-12-06,0 days 21:26:58
62,Statement feeling.,Documentários,54.0,Tablet,2024-12-04,0 days 12:59:43
866,Response in.,Filmes,169.0,Smart TV,2024-12-06,0 days 21:13:29
257,Likely.,Filmes,62.0,Smartfones,2024-12-05,0 days 09:04:15
156,Knowledge vote.,Séries,101.0,Celulares,2024-12-05,0 days 08:58:10
694,Suggest raise.,Shows,96.0,Tablet,2024-12-02,0 days 09:05:18
282,Another someone.,Filmes,10.0,Smart TV,2024-12-01,0 days 12:24:09
202,Subject TV.,Shows,126.0,Tablet,2024-12-06,0 days 02:55:15
14,From office.,Séries,65.0,Smartfones,2024-12-08,0 days 15:23:28
342,Than.,Novelas,122.0,Smart TV,2024-12-08,0 days 18:07:27
967,Feeling.,Novelas,15.0,Tablet,2024-12-04,0 days 10:10:56
209,Participant decision.,Documentários,99.0,Celulares,2024-12-08,0 days 14:31:09
401,Strategy talk.,Séries,10.0,Celulares,2024-12-01,0 days 16:23:37
588,Hand.,Filmes,61.0,Tablet,2024-12-07,0 days 00:17:16
935,Yet.,Filmes,68.0,Smart TV,2024-12-02,0 days 21:35:12
161,His.,Filmes,138.0,Smartfones,2024-12-03,0 days 20:45:46
306,Personal.,Documentários,13.0,Smartfones,2024-12-06,0 days 20:16:19
776,Him.,Filmes,146.0,Celulares,2024-12-04,0 days 05:31:57
862,Different.,Shows,44.0,Smart TV,2024-12-07,0 days 10:30:44
706,Wife think.,Documentários,33.0,Tablet,2024-12-06,0 days 03:28:07
112,Strategy.,Novelas,103.0,Smartfones,2024-12-08,0 days 16:28:37
41,Million western.,Documentários,122.0,Smart TV,2024-12-07,0 days 10:18:13
840,Entire watch.,Novelas,49.0,Smartfones,2024-12-02,0 days 18:25:01
498,Cover.,Séries,37.0,Celulares,2024-12-07,0 days 07:34:02
705,Win name.,Documentários,121.0,Smartfones,2024-12-08,0 days 14:03:37
701,Whole line.,Séries,179.0,Smartfones,2024-12-02,0 days 14:29:45
233,Kid.,Documentários,92.0,Smart TV,2024-12-06,0 days 00:55:07
285,Medical.,Séries,127.0,Smartfones,2024-12-01,0 days 00:57:46
483,Something eat.,Documentários,42.0,Smartfones,2024-12-02,0 days 22:58:09
688,Like.,Filmes,61.0,Smartfones,2024-12-02,0 days 21:16:51
904,Newspaper.,Séries,93.0,Smart TV,2024-12-01,0 days 18:12:56
269,Including.,Filmes,100.0,Smart TV,2024-12-04,0 days 20:49:04
369,From.,Séries,133.0,Smartfones,2024-12-03,0 days 18:50:54
246,Of.,Filmes,126.0,Celulares,2024-12-01,0 days 11:55:24
600,Hot.,Shows,21.0,Tablet,2024-12-02,0 days 23:55:21
175,Most provide.,Séries,179.0,Smart TV,2024-12-05,0 days 14:19:09
48,Education health.,Documentários,57.0,Tablet,2024-12-06,0 days 05:11:00
95,Executive.,Novelas,11.0,Celulares,2024-12-03,0 days 12:11:12
276,System.,Shows,119.0,Tablet,2024-12-08,0 days 05:53:28
279,Knowledge role.,Shows,164.0,Smart TV,2024-12-03,0 days 02:15:44
356,Mr.,Documentários,136.0,Tablet,2024-12-04,0 days 20:08:39
375,Table note.,Séries,140.0,Smart TV,2024-12-05,0 days 13:16:05
847,Remember blue.,Documentários,60.0,Celulares,2024-12-02,0 days 20:03:41
137,Past.,Novelas,174.0,Tablet,2024-12-02,0 days 20:11:36
339,Agree.,Shows,8.0,Tablet,2024-12-05,0 days 15:36:22
304,Safe project.,Séries,153.0,Smartfones,2024-12-01,0 days 11:59:43
570,Team.,Séries,14.0,Smart TV,2024-12-03,0 days 03:08:57
429,Radio chance.,Filmes,105.0,Smartfones,2024-12-07,0 days 03:28:47
598,Spend deal.,Shows,74.0,Smart TV,2024-12-02,0 days 13:49:25
732,Central plant.,Shows,47.0,Celulares,2024-12-08,0 days 22:39:02
758,Receive cup.,Novelas,135.0,Celulares,2024-12-08,0 days 06:45:31
489,Understand.,Shows,73.0,Tablet,2024-12-03,0 days 20:51:52
535,Suddenly.,Séries,59.0,Celulares,2024-12-05,0 days 22:09:43
106,Big.,Séries,137.0,Smart TV,2024-12-04,0 days 05:05:58
687,Big necessary.,Filmes,32.0,Celulares,2024-12-07,0 days 19:34:08
657,Interesting sense.,Séries,164.0,Smartfones,2024-12-02,0 days 14:46:52
762,Couple.,Séries,170.0,Celulares,2024-12-08,0 days 09:36:57
248,Me.,Shows,130.0,Celulares,2024-12-05,0 days 06:44:36
896,I accept.,Documentários,28.0,Smart TV,2024-12-03,0 days 08:44:02
379,Relationship.,Novelas,51.0,Tablet,2024-12-01,0 days 01:22:10
985,War culture.,Séries,109.0,Tablet,2024-12-05,0 days 10:02:34
672,Understand develop.,Filmes,169.0,Smartfones,2024-12-01,0 days 20:24:45
129,Little cover.,Filmes,128.0,Smart TV,2024-12-04,0 days 04:23:04
694,Form.,Novelas,20.0,Celulares,2024-12-04,0 days 22:13:47
160,Account which.,Filmes,126.0,Tablet,2024-12-08,0 days 07:35:22
818,Few wrong.,Filmes,53.0,Celulares,2024-12-07,0 days 06:50:53
662,Kid person.,Filmes,117.0,Tablet,2024-12-01,0 days 04:35:58
907,Determine.,Filmes,143.0,Smart TV,2024-12-03,0 days 16:07:28
206,Someone.,Shows,8.0,Tablet,2024-12-01,0 days 11:31:50
495,Pattern hear.,Séries,8.0,Tablet,2024-12-03,0 days 20:33:33
767,Prevent choice.,Novelas,85.0,Tablet,2024-12-07,0 days 19:41:30
816,Sell evening.,Documentários,104.0,Tablet,2024-12-05,0 days 06:36:44
80,Discussion.,Shows,140.0,Smartfones,2024-12-03,0 days 15:00:56
481,Plan.,Shows,20.0,Celulares,2024-12-01,0 days 22:02:03
762,Film network.,Filmes,125.0,Tablet,2024-12-05,0 days 13:05:23
357,Daughter.,Shows,108.0,Celulares,2024-12-04,0 days 19:50:28
886,Opportunity enough.,Séries,27.0,Celulares,2024-12-01,0 days 01:22:45
774,Experience.,Séries,137.0,Smart TV,2024-12-05,0 days 09:34:01
924,Wonder.,Filmes,176.0,Smartfones,2024-12-08,0 days 08:27:57
253,Up recognize.,Documentários,16.0,Smart TV,2024-12-08,0 days 22:23:40
238,Instead.,Filmes,23.0,Tablet,2024-12-03,0 days 16:19:58
46,Nice statement.,Documentários,145.0,Smartfones,2024-12-08,0 days 15:15:03
269,We.,Shows,38.0,Smart TV,2024-12-07,0 days 15:00:02
988,Reality idea.,Filmes,175.0,Smartfones,2024-12-04,0 days 12:08:01
973,Business.,Filmes,98.0,Tablet,2024-12-07,0 days 01:13:30
510,Get.,Documentários,30.0,Tablet,2024-12-05,0 days 20:42:18
914,South state.,Séries,137.0,Smart TV,2024-12-01,0 days 11:35:07
22,Area.,Séries,96.0,Smartfones,2024-12-05,0 days 03:35:08
85,Not catch.,Séries,49.0,Smart TV,2024-12-07,0 days 03:15:06
528,Author great.,Shows,46.0,Celulares,2024-12-08,0 days 01:22:20
37,Law watch.,Documentários,33.0,Smart TV,2024-12-03,0 days 19:39:37
671,Although artist.,Filmes,53.0,Smart TV,2024-12-02,0 days 03:47:23
320,Thought first.,Séries,54.0,Smart TV,2024-12-04,0 days 06:23:12
427,Grow long.,Séries,68.0,Celulares,2024-12-01,0 days 00:27:12
577,Main.,Shows,120.0,Tablet,2024-12-07,0 days 10:59:47
338,Evening member.,Novelas,62.0,Celulares,2024-12-01,0 days 12:58:24
388,Part animal.,Séries,23.0,Smart TV,2024-12-01,0 days 09:05:53
763,Million lay.,Novelas,153.0,Smart TV,2024-12-06,0 days 07:04:03
853,True.,Séries,34.0,Celulares,2024-12-07,0 days 13:25:11
327,Business debate.,Novelas,8.0,Tablet,2024-12-04,0 days 15:08:19
78,Maintain respond.,Shows,136.0,Tablet,2024-12-02,0 days 18:02:21
659,Their.,Shows,16.0,Celulares,2024-12-05,0 days 01:25:00
527,Walk my.,Novelas,169.0,Smartfones,2024-12-07,0 days 14:14:09
199,Nothing.,Shows,49.0,Smart TV,2024-12-01,0 days 09:15:54
555,Plant.,Shows,148.0,Smart TV,2024-12-06,0 days 16:02:54
923,Though word.,Novelas,146.0,Celulares,2024-12-02,0 days 18:52:40
116,Western.,Séries,146.0,Smartfones,2024-12-04,0 days 07:02:40
512,Marriage force.,Novelas,54.0,Celulares,2024-12-08,0 days 16:17:33
727,Their.,Documentários,41.0,Celulares,2024-12-02,0 days 07:53:17
49,Building.,Shows,8.0,Smartfones,2024-12-01,0 days 02:21:33
713,Available.,Filmes,45.0,Smart TV,2024-12-04,0 days 02:02:57
689,Research.,Filmes,11.0,Celulares,2024-12-02,0 days 07:29:32
977,Serve strategy.,Shows,83.0,Celulares,2024-12-04,0 days 08:35:35
275,Move style.,Documentários,128.0,Celulares,2024-12-07,0 days 04:52:34
492,Mother public.,Séries,100.0,Smartfones,2024-12-05,0 days 01:46:41
943,Market.,Documentários,51.0,Celulares,2024-12-08,0 days 19:55:23
301,Training.,Filmes,23.0,Tablet,2024-12-04,0 days 07:01:02
831,Husband recognize.,Shows,80.0,Celulares,2024-12-02,0 days 03:36:55
369,Accept.,Shows,89.0,Smartfones,2024-12-08,0 days 00:26:38
710,Include.,Séries,115.0,Tablet,2024-12-07,0 days 21:33:29
31,Bit.,Novelas,130.0,Smartfones,2024-12-01,0 days 18:15:48
315,Friend.,Séries,74.0,Smart TV,2024-12-01,0 days 18:33:48
183,Behavior.,Documentários,169.0,Smartfones,2024-12-02,0 days 07:54:32
220,Sure.,Séries,157.0,Smartfones,2024-12-01,0 days 14:31:03
517,Body exactly.,Novelas,117.0,Smartfones,2024-12-06,0 days 07:21:04
883,Away green.,Documentários,155.0,Celulares,2024-12-06,0 days 15:21:19
106,Help.,Séries,6.0,Celulares,2024-12-04,0 days 19:31:22
646,Brother red.,Séries,101.0,Celulares,2024-12-06,0 days 12:40:50
195,Create market.,Documentários,150.0,Celulares,2024-12-04,0 days 18:07:01
280,Skin.,Novelas,151.0,Smartfones,2024-12-07,0 days 23:10:11
932,Hit.,Shows,100.0,Smart TV,2024-12-04,0 days 21:00:45
326,Reality alone.,Novelas,30.0,Smartfones,2024-12-06,0 days 10:43:22
918,Leader push.,Shows,97.0,Smart TV,2024-12-03,0 days 11:25:43
831,Various consider.,Novelas,8.0,Smartfones,2024-12-02,0 days 22:54:05
19,Listen drive.,Novelas,30.0,Smartfones,2024-12-03,0 days 11:45:10
558,Remember sing.,Shows,54.0,Smartfones,2024-12-07,0 days 06:43:31
323,Story.,Novelas,127.0,Smartfones,2024-12-04,0 days 16:44:53
939,Nor voice.,Documentários,65.0,Smartfones,2024-12-06,0 days 15:24:29
334,Behind.,Shows,102.0,Smartfones,2024-12-07,0 days 18:49:23
57,Suffer.,Séries,74.0,Smart TV,2024-12-07,0 days 02:11:44
676,Return.,Filmes,146.0,Celulares,2024-12-06,0 days 13:01:07
237,Bed through.,Novelas,19.0,Smart TV,2024-12-08,0 days 17:27:16
482,Walk bill.,Documentários,62.0,Tablet,2024-12-07,0 days 15:01:38
360,Later.,Séries,102.0,Celulares,2024-12-02,0 days 06:53:10
780,Vote.,Shows,66.0,Tablet,2024-12-08,0 days 07:19:16
523,Television camera.,Documentários,73.0,Celulares,2024-12-08,0 days 03:38:11
853,Never item.,Shows,52.0,Tablet,2024-12-08,0 days 10:28:46
696,Discover.,Filmes,120.0,Tablet,2024-12-05,0 days 20:51:27
667,Fast.,Shows,88.0,Celulares,2024-12-02,0 days 14:16:21
939,Police hand.,Shows,40.0,Smartfones,2024-12-06,0 days 02:19:10
590,Cause.,Séries,149.0,Smart TV,2024-12-08,0 days 06:59:37
565,Anything.,Documentários,164.0,Celulares,2024-12-03,0 days 03:17:15
224,Loss program.,Filmes,107.0,Smart TV,2024-12-08,0 days 00:32:05
71,Drug town.,Séries,112.0,Tablet,2024-12-04,0 days 18:21:12
919,Accept.,Séries,68.0,Celulares,2024-12-01,0 days 11:33:45
254,Audience.,Filmes,80.0,Smartfones,2024-12-03,0 days 02:27:04
992,Floor.,Novelas,83.0,Celulares,2024-12-02,0 days 05:26:19
649,Material house.,Séries,44.0,Smartfones,2024-12-02,0 days 21:34:12
541,Process ask.,Novelas,179.0,Tablet,2024-12-08,0 days 12:41:52
371,It.,Filmes,71.0,Smartfones,2024-12-07,0 days 22:16:29
572,Suffer wall.,Filmes,116.0,Smartfones,2024-12-05,0 days 15:18:24
